Name,Description,Genre
After Midnight,"A fancy dress ball takes place in a strange palace. The host is unknown. The theme: ""your idea of human representation”. During the course of this mysterious and rather frightening evening, each guest is transformed into his own character and the intrigue thickens.","Animation, Horror, Drama"
To Come and Stay,"In search for the better life, three peasants Radovan, Jeremija and Gaša leave for a big city. Despite their expectations, there are many trials and temptations. Radovan manages to fit in by going to the evening school. The oldest of them, Jeremija, goes back to the village, while Gaša, after unreturned love, leaves to look for happiness somewhere else.",Drama
The Art of Being Happy,"Jean-Yves Machond, a globally unknown and generally unhappy painter, decides one day to change his life. He seeks inspiration in a small Norman town, in order to design a masterpiece that will finally earn him glory and eternal recognition. But his meeting with local artists, from the warm Bagnoule to the skillful Cécile, will somewhat make him deviate from his path, and bring him face to face with his deepest dream: that of simply being a happy man.",Comedy
Sri Anjaneyam,"Brahmam, a corrupt politician, kills Anji's parents and plans to demolish a temple. To help Anji fight the politician, Lord Anjaneya takes human form to stop it.",Drama
Corrective Measures: Politically Speaking,"FROM THE NAKED EYE CINEMA - Capturing the conflict of fighting violence with violence, terror against terrorism, politics exploiting itself.",
The Grudge,A Western tale of revenge and redemption.,Western
Il ritorno d'Ulisse in patria,"Live performance, part of Monteverdi cycle staged by Oper Zürich with Nikolaus Harnoncourt conducting the Zürich Opera House Monteverdi Ensemble. Staged and directed by Jean-Pierre Ponnelle",Music
Incident at Phantom Hill,"At the end of the Civil War, a major shipment of Union gold has been stolen and buried in the desert. Only one man knows the whereabouts of gold and the US Army sends captain Matt Martin to arrest him and come back with the gold. Martin, his prisoner and a handful of men enter Indian territory in search of the precious cargo. The Apaches, outlaws and storms will make it difficult.",Western
The Story of Adele H.,"In the 19th century a mysterious woman named Adele H. crosses the ocean, from Europe to North America, to relentlessly pursue an handsome officer that denies her satisfaction.","Drama, History, Romance"
Ghost in the Shell: Arise - Border 3: Ghost Tears,"Posing as lovers on vacation, Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scrasath. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation.","Action, Animation, Science Fiction"
Grimcutty,A suburban teen girl and her little brother must stop a terrifying internet meme brought to life by the hysteria of their parents.,Horror
Prora,"In this deserted former Nazi holiday camp and communist military complex, teenagers Jan and Matthieu embark on an adventure that could change everything. Whilst exploring their surroundings they confront their identities and ultimately put their friendship at risk.","Drama, Romance"
Grounded in Love,"Annie is a career flight attendant who loves her job and traveling the world, is dealt a blow when an airlines merger causes her to be furloughed, a setback further compounded by breaking up with a selfish boyfriend. Looking for a reprieve, Annie drives from Manhattan to her grandmother’s Kentucky farm. After a few character-building days, life on the farm ultimately brings Annie unexpected blessings in the form of rediscovering her faith, and reconnecting with her handsome childhood friend, Jake, who has just moved back from the big city to create a more grounded and intentional life for himself.","TV Movie, Romance, Drama"
The Flame Song,"In the kingdom of Florestan, a weak Prince Henry is ousted from power by his calculating cousin, Prince Basil. While exiled in Paris, Henry learns that the people are suffering under the tyranny of Basil's corrupt monarchy and decides to return to his homeland. Posing as the chauffeur of a traveling playboy--who is in reality Henry's manservant--he manages to make it across the border unmolested. But how will he be able to reclaim the throne?","Music, Romance"
Mosku: The Last of His Kind,"A story about the life of reindeer emperor Mosku in Eastern Lapland at the beginning of the 20th century, when social conditions and the practice of traditional livelihoods are in transition. Mosku is involved in reindeer disputes and skirmishes and is also involved in the bandit hunt on the side of Soviet Russia led by Wallenius, the commander of the Lapland border guard.","History, Drama"
The Kid from Gower Gulch,"A Hollywood singing-cowboy star with a big heart and an even bigger secret (he uses a double in most scenes because he can't ride, fight or sing) comes to the aid of a rancher about to lose his home on a rodeo bet.",Western
Gente de bien,"Eric, a ten-year-old boy, finds himself living overnight with Gabriel, his father whom he barely knows. Seeing that the man is having a hard time building a relationship with his son and staying afloat financially, Maria Isabel, the upper-class woman Gabriel works for as a carpenter, decides to take the boy under her wing.",Drama
"Lisboa no Cinema, Um Ponto de Vista",The city during the beginning of cinema. The typical city at the time of the dictatorship. The New Lisbon of the New Cinema. Lisbon after the Revolution. The white city of foreigners. A geographical and moviegoer screenplay of Lisbon through the images of films and testimonies of several filmmakers who filmed in Lisbon.,Documentary
The Nutcracker,"A one-hour version of Tchaikovsky's classic ballet, with a somewhat revised storyline reminiscent of ""The Wizard of Oz"".","Fantasy, Family, TV Movie"
Roaming,A medicine show singer finds her love.,Music
Martyrs,"A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.","Horror, Drama, Thriller"
Our Take on Love,"When unlucky-in-love Isabella and filmmaker Blake find themselves planning a huge celebration in a mansion where the most famous romance of all time blossomed, neither knew what they’d find. But as Isabella designs the signature dress and Blake films the story of the anniversary gala, they’re paired together to live and learn firsthand about the legendary, rich love story around them…they unexpectedly find a love and adventure they never knew could be true.","TV Movie, Comedy, Romance"
Misty Shores,"Fall, 1921. Wrangel's army, defeated in Crimea after a short stay in Turkey, found refuge in Bulgaria. White Guard Colonel lives here with his son and daughter, while his wife and youngest daughter were sheltered by the family of the Bolshevik, who've been sent to Bulgaria for propaganda work among Russian soldiers.","Crime, Mystery"
90210 Shark Attack,"A group of entitled Beverly Hills oceanography students arrive at a mansion in Malibu, to study the local ocean waters. However, someone… or something, has other, more murderous intent, as the Students begin to disappear, one by one, murdered by some flesh-shredding entity, leaving wounds similar in nature to a shark attack.  But how is that possible, when the nearest ocean is a half-mile away?","Science Fiction, Horror"
Code Name Banshee,"Caleb, a former government assassin in hiding, who resurfaces when his protégé, the equally deadly killer known as Banshee, discovers a bounty has been placed on Caleb's head.","Action, Thriller"
Children of Love,Shows us a weekend in the life of a family torn by disputes and disappointments.,Drama
The Amulet of Ogum,"An ubiquitous folk singer narrates the tale of a young boy, who apparently becomes immune to gunfire after his mother arranges for him to have an amulet bearing Ogum's blessings. As time goes by, he becomes a valuable member of a mobster's hit-team, but ends up joining a group of people who resist his original employers.","Fantasy, Crime, Drama, Action"
Deadly Ransom,"A wealthy banker and his daughter are kidnapped by a gang of thugs. The girl's boyfriend, who serves in the special units of the US Navy, is in possession of particular psychic powers. It will be thanks to these powers he will discover the place where the two abducted were locked.","Thriller, Action"
Twisted Illusions,"Seven short stories are present in this anthology movie inspired by CREEPSHOW and TWILIGHT ZONE. Anything from an ear of corn to a vacuum cleaner are taken from their normal use and turned into a twisted illusion! And don't forget our resident psycho, who makes even Norman Bates look sane!","Thriller, Horror, Crime"
The Devil's Mistress,"Salzburg, Germany, 2000. The elderly Czech actress Lída Baarová tells a journalist the tumultuous story of her rise to fame in 1930s Berlin and her passionate relationship with the sinister Joseph Goebbels, Minister of Propaganda of the Third Reich.","Drama, History, Romance"
Hellraiser: Bloodline,Three generations of the same family deal with the consequences of unleashing the forces of hell.,"Horror, Science Fiction"
A Vineyard Romance,"When Seattle magazine writer Samantha Hart is sent home to write an article about the wedding destination of Hawthorne Vineyards, she discovers the ex who broke her heart not only runs the vineyard, but he’s about to get married there.","TV Movie, Romance, Comedy, Family, Drama"
Surya Sikha,,"Drama, Romance"
Dead Man Talking,"8pm in a rundown prison. A prisoner on death row will be executed. He has the right to make a final declaration. But the law doesn't stipulate how long he can talk. So, as long as he talks the execution is postponed…","Comedy, Drama"
Spotlight on Christmas,"Dumped two weeks before Christmas, actress Olivia O’Hara secretly returns to her tiny hometown to hide out, eat cookies and avoid the press. What she doesn’t expect is to be faced with the family she left behind, meeting a charming new guy Casey Rawlins, and a nosy reporter following her every move.","TV Movie, Romance"
Into the Sun,"After the assassination of Tokyo's Governor by Yakuza members, the CIA bureau chief (William Atherton) for Tokyo puts out a call to an agent (Steven Seagal) that had been raised in Japan and trained by ex-Yakuza. Using his former ties, he quickly determines that a war is brewing between old-guard Yakuza members and a young, crazed leader (Takao Osawa) with ties to the Chinese Tong.","Action, Adventure, Thriller"
The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,"Drama, Romance"
The Stones and Brian Jones,"A look at the relationships and rivalries within The Rolling Stones in their formative years, as well as the creative musical genius of Brian Jones, key to the success of the band.",Documentary
Dva kluci v palbě,"In the spring of 1945, the last war clashes took place on the Czech-Moravian border. However, amidst the heavy gunfire, colourful boyhood adventures also take place. The main characters, however, are oblivious to the dangers lurking around them and bravely enter situations in which even adults would hesitate.","Family, Drama"
"It's Me, Hilary: The Man Who Drew Eloise","This portrait of Hilary Knight, the artist behind the iconic Eloise books, sees him reflecting on his life as an illustrator and his relationship to his most successful work.",Documentary
Fast Charlie,"When his aging mob boss is whacked, Charlie Swift, a loyal friend and hired gun, will stop at nothing to destroy the upcoming crew that took him out.","Action, Crime, Drama"
"Mia moglie, mia figlia, due bebè",,"Comedy, TV Movie"
Tutor,"The 17-year-old Savva is getting ready to enrol at university. His parents go on vacation, conferring the responsibility for preparing the entrance exams onto the son. Savva finds a foreign literature teacher on the Internet site “Your Tutor”.",Drama
Good Younger Sister Cousin,,Romance
Jigsaw,"Law enforcement finds itself chasing the ghost of a man dead for over a decade, embroiled in a diabolical new game that's only just begun.","Horror, Mystery"
"Jo Jo Dancer, Your Life Is Calling","Although Jo Jo Dancer has achieved success as a stand-up comedian, he hasn't found happiness. After receiving severe burns in a narcotics-related incident, Jo Jo remains in a coma, and, while in this state, he looks back on his life. Drifting off into memories of his troubled childhood, Jo Jo revisits his youth, recalling his eventual rise to fame and the decadence that followed. As he considers his existence, he must decide if he wants to go on living or not.","Drama, Comedy, Fantasy"
Tutor,"The 17-year-old Savva is getting ready to enrol at university. His parents go on vacation, conferring the responsibility for preparing the entrance exams onto the son. Savva finds a foreign literature teacher on the Internet site “Your Tutor”.",Drama
Good Younger Sister Cousin,,Romance
Jigsaw,"Law enforcement finds itself chasing the ghost of a man dead for over a decade, embroiled in a diabolical new game that's only just begun.","Horror, Mystery"
"Jo Jo Dancer, Your Life Is Calling","Although Jo Jo Dancer has achieved success as a stand-up comedian, he hasn't found happiness. After receiving severe burns in a narcotics-related incident, Jo Jo remains in a coma, and, while in this state, he looks back on his life. Drifting off into memories of his troubled childhood, Jo Jo revisits his youth, recalling his eventual rise to fame and the decadence that followed. As he considers his existence, he must decide if he wants to go on living or not.","Drama, Comedy, Fantasy"
The Grey,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.","Action, Adventure, Drama, Thriller"
The Sand Dune,"It only takes one look, one touch, one kiss to know you've met the one person who will change your life forever. Such is the case for young Jake and Aylin as they venture into The Sand Dune that one fateful evening.",Romance
Flight from Kabul,"This is the story of Zibaa Karimi, a 30-year old Afghan filmmaker and Government employee, facing the most dangerous 40 hours of her life. Zibaa is a woman on the run. The Taliban have taken over her country and Zibaa must take the most difficult choice: staying and facing potential death or leaving. But fleeing means separating herself forever from her fiancé Samir.",
First Man,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","History, Drama"
Food City: Feast of the Five Boroughs,"Matt and Lars challenge themselves to serve a 4-course meal for 8 people using only ingredients that are farmed, fished, or foraged within New York City. The film follows them as they discover the rich diversity of food the city produces.",Documentary
Handa or Sophistication,"Short Philippe Garrel portrait of a young woman, Handa, who loves that which is decadent, complicated, precious, cannot stand simplicity, and detests people who watch television.","Documentary, Music"
Those Who Walk Away,"Max and Avery go on their first date after meeting on a social media app. Their evening takes a perilous turn when they end up at a local haunted house, the home of ‘Rotcreep’, a sinister creature that rots your body and soul with one touch.","Horror, Drama"
Aucassin a Nicoletta,,"Drama, History"
11 and a Half Questions to Julio Calasso,"A final conversation with departed actor, director and musical producer Julio Calasso Jr., a key character in the Brazilian artistic scene. At his old house in Butantã, São Paulo, Julio talks about his experiences, frustrations, joys and tragedies.",Documentary
Thomas Bells,The story of a prisoner who wanted to become a film director.,Comedy
Hick,A pistol-packing teen meets an unstable rebel and a cocaine-snorting drifter as she hitchhikes her way out West.,"Comedy, Drama"
"La peur, petit chasseur","A child waits in silence in the quiet of his home garden, in the deep countryside, alongside with his German Shepherd. He looks for his mother, looks around, checks in a shed, until he sees her leaving the house. But it’s as if she doesn’t see him. Something soon brings her back into the house, and the child is left alone with his nightmares.",Drama
Beauty from Pain,"After a devastating heartbreak, an aspiring musician escapes to Australia. She agrees to a no-strings romance with a billionaire winemaker, but when she falls in love she must choose to walk away or risk her heart on a man afraid to love.","Romance, Drama"
Peter Rabbit,Peter Rabbit's feud with Mr. McGregor escalates to greater heights than ever before as they rival for the affections of the warm-hearted animal lover who lives next door.,"Animation, Adventure, Family"
"Vienna, City of My Dreams","In the made-up country of Alanien, King Alexander I has been overthrown while abroad. Now, he's in Vienna with his daughter, the city of his fondest memories since studying there as a boy. It doesn't take long for the charm of Vienna to work its magic on the former king: he quickly comes to terms with the new situation and is able to enjoy the Austrian capital sans all the ceremony and trappings which would otherwise accompany him on a state visit. The princess is content with preparing herself for a career as a pianist concert, while the former king takes a job as a chauffeur in the embassy of the country he once ruled. The revolutionaries are shocked; and his days in Vienna are numbered.","Romance, Music, Comedy"
"New York, I Love You","New York, I Love You delves into the intimate lives of New Yorkers as they grapple with, delight in and search for love. Journey from the Diamond District in the heart of Manhattan, through Chinatown and the Upper East Side, towards the Village, into Tribeca, and Brooklyn as lovers of all ages try to find romance in the Big Apple.","Comedy, Drama, Romance"
Birth of a Notion,"Daffy Duck, hoping to avoid flying south by finding a sucker who will let him stay, ends up at the house of a mad scientist and his dog, Leopold.","Animation, Comedy"
Deepwater Horizon,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.","Drama, Action"
Tell Me a Riddle,A long-married couple embark on one last cross-country journey when it is discovered that the wife is dying. Together they try to reconnect with their estranged daughter before it is too late.,Drama
Saxofone,"A young busker goes around in Milan with his saxophone, whereby he always plays the same tune and he experiences surrealistic adventures throughout the big city. Meanwhile, a wealthy woman from the local ""jet set"" falls in love with him.",Comedy
JFK,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,"Drama, Thriller, History"
Master of Go: Romance over Qinhuai River,,History
Wolf Warrior,A Chinese special force soldier with extraordinary marksmanship is confronted by a group of deadly foreign mercenaries who are hired to assassinate him by a vicious drug lord.,"Action, War"
The Strange Case of Mr. Donnybrook's Boredom,Animated version of the Ogden Nash poem.,"Animation, Comedy"
Harvest of the Dead: Halloween Night,"It's the day after the events of the first film and Sally Burns and her friends are preparing for a Halloween party. As the evening of fun kicks off, unbeknownst to them, The Plague Doctor and The Creature are preparing to join them.",Horror
Batman: Hush,"A mysterious new villain known only as Hush uses a gallery of villains to destroy Batman's crime-fighting career as well as Bruce Wayne's personal life, which has been further complicated by a relationship with Selina Kyle/Catwoman.","Action, Animation, Crime, Mystery"
Underworld: Blood Wars,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.","Fantasy, Action, Thriller, Science Fiction, Horror"
Jailbird,"As the son of two inmates Hyacinth was always more at home in prison than in the outside world, until he took part in a foot race that promised to change his life.","Comedy, Drama"
Tukuma,"Stunning photography of icy tundra does not make up for dramatic weaknesses in this average story about a brother searching for clues to the death of his sibling in a forbidding environment. Erik (Thomas Eje) is newly divorced and a depressed, despairing man who arrives in Greenland after his brother died in a hang-gliding accident. He eventually moves in with an Inuit woman Soerine (Naja Rosing Olsen) and her son Nikki, whom Erik suspects is his dead brother's child. His search and suspicions are punctuated by other subsidiary, mini-dramas, and long, sweeping vistas of the ice-bound landscape.",Drama
Sliver,"A woman moves into a Manhattan apartment, where she learns that the previous tenant's life ended under mysterious circumstances.","Drama, Thriller"
Donnie Brasco,An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.,"Crime, Drama, Thriller"
Viking: The Berserkers,"The Hunger Games heads back to the Dark Ages when a group of five young Saxons is captured by a clan of fearsome Viking warriors and used as prey in a ritualistic manhunt. High on a potion that turns them ""berserk"" the brutal hunters are soon on the scent of the terrified youngsters in a desperate battle for survival from the ritualistic manhunt. Written and directed by Welsh film-maker Antony Smith.","Thriller, Horror"
The Fighting Musketeers,D'Artagnan is back from England with a message for the queen. Buckingham has declared that he was ready to attack France to deliver Anne of Austria. D'Artagnan ends up arrested and thrown into prison. Musketeers wonder how to rescue their friend.,"Adventure, History, Romance"
Ultraman Tiga: The Final Odyssey,"Ultraman Tiga: The Final Oddysey was sort of an epilogue of the Ultraman Tiga series. Just when we thought that the world is safe, it's under attack again! A TPC excursion (including GUTS' Captain Megumi Iruma) headed to an old ruins and unintentionally woke up three evil ancient giants whom Daigo, later on, has visions of. What's so haunting about his visions is that they're not only three but four evil giants, including Ultraman Tiga in a very dark physique and a very evil aura. After a series of visions, Daigo was able to meet the three evils who beat him up and left the Black Spark Lens to him. Later on, the ultimate battle begins in the ancient ruins. Daigo as Ultraman Tiga, who is supposed to be the warrior of light, must use his powers, however dark, in order to defeat the three evils.","Action, Adventure, Family, Fantasy, Science Fiction"
The Laramie Project,"""The Laramie Project"" is set in and around Laramie, Wyoming, in the aftermath of the murder of 21-year-old Matthew Shepard. To create the stage version of ""The Laramie Project,"" the eight-member New York-based Tectonic Theatre Project traveled to Laramie, Wyoming, recording hours of interviews with the town's citizens over a two-year period. The film adaptation dramatizes the troupe's visit, using the actual words from the transcripts to create a portrait of a town forced to confront itself.","Crime, Drama, TV Movie"
Los galleros de Jalisco,Mexican movie,
The Fighting Musketeers,D'Artagnan is back from England with a message for the queen. Buckingham has declared that he was ready to attack France to deliver Anne of Austria. D'Artagnan ends up arrested and thrown into prison. Musketeers wonder how to rescue their friend.,"Adventure, History, Romance"
Ultraman Tiga: The Final Odyssey,"Ultraman Tiga: The Final Oddysey was sort of an epilogue of the Ultraman Tiga series. Just when we thought that the world is safe, it's under attack again! A TPC excursion (including GUTS' Captain Megumi Iruma) headed to an old ruins and unintentionally woke up three evil ancient giants whom Daigo, later on, has visions of. What's so haunting about his visions is that they're not only three but four evil giants, including Ultraman Tiga in a very dark physique and a very evil aura. After a series of visions, Daigo was able to meet the three evils who beat him up and left the Black Spark Lens to him. Later on, the ultimate battle begins in the ancient ruins. Daigo as Ultraman Tiga, who is supposed to be the warrior of light, must use his powers, however dark, in order to defeat the three evils.","Action, Adventure, Family, Fantasy, Science Fiction"
The Laramie Project,"""The Laramie Project"" is set in and around Laramie, Wyoming, in the aftermath of the murder of 21-year-old Matthew Shepard. To create the stage version of ""The Laramie Project,"" the eight-member New York-based Tectonic Theatre Project traveled to Laramie, Wyoming, recording hours of interviews with the town's citizens over a two-year period. The film adaptation dramatizes the troupe's visit, using the actual words from the transcripts to create a portrait of a town forced to confront itself.","Crime, Drama, TV Movie"
Los galleros de Jalisco,Mexican movie,
Power in my Hands,"This is a film about the power of the Rosary, a Catholic Prayer. The film depicts personal stories about how the rosary has affected their lives.",Documentary
Bedstemor går amok,"After a long and arduous life, where she is tyrannized by her husband, the nice old lady becomes a widow. And she inherits a fortune. Now she takes revenge and spends money - much to the outrage of the whole family. They desperately try to have her disenfranchised. The family's attempts to stop the old lady's play with the money give rise to lots of baroque and very comical situations. The laugh muscles are frequently appealed to - and the ending is very surprising...",Comedy
The Mini-Skirt Gang,A gang of several girls who operate as pickpockets in a busy and popular tourist area of Hong Kong preys on men who are attracted by their beauty.,
Angels with Tethered Wings,"Angels with Tethered Wings is an unusual, quirky and erotic three-part drama - a back-from-the-grave revenge flick about hope and forgiveness! The film follows what happens when a good man does a bad thing for a good reason. He tries to right a wrong by freeing two young lovers but instead forever entraps them to their mortal coils. In the end their collective love for each other will give an almost perfect stranger the wings to fly.","Thriller, Comedy, Mystery"
Dance Rivals,An unexpected turn of events introduces her to the intense LA dance scene and in no time she is teaching dance and competing against the pros - but can she juggle both while falling in love?,"Drama, Family"
Christmas in Rockwell,A famous Hollywood actress returns to her hometown where she is enlisted to participate in a Christmas play which threatens her small peaceful village with the chaos of Hollywood.,"TV Movie, Comedy, Drama, Romance"
Serpent Beauty,"Anna is a young girl with a mysterious destiny, born with the bloodline of an ancient serpent king—half human, half snake.","Action, Thriller, Romance, Fantasy, Drama"
Norma: Antara Mertua dan Menantu,"When a young woman learns of an affair between her mother and her husband, she faces a difficult decision: forgive or seek justice.","Drama, Romance"
Uranus 2324,"Bonded in their youth and separated by tragedy, an astronaut and a free diver bend the laws of space and time in their efforts to be together again.","Romance, Drama, Science Fiction"
The Holiday Swap,"When two strangers mistakenly pick up the wrong piece of luggage at the airport, each must use the intriguing contents within to track down the other's whereabouts in time for Christmas.","TV Movie, Comedy, Drama, Romance"
Le Rouge et le Noir,"It's no holds barred for Julian in pursuit of upward mobility. Although expected to channel career aspirations into the Church of the post-Napoleonic era, his intensely romantic liaisons propel him forward at a pace he cannot control.",Drama
Christmas in Boston,Gina and Seth have been pen pals for 13 years and now will have the chance to meet. Both used their best friends pictures to send to each other and now will let their friends meet. True love is found in the end for all.,"TV Movie, Comedy, Drama, Romance"
No News Is Good News,Robert Benchley answers questions ranging from across the political spectrum.,Comedy
Shadow Of Terror,A scientist possessing the formula for making a nuclear bomb finds himself chased by evil gangsters in this thriller that was made just after the A-bomb was dropped upon Hiroshima.,"Thriller, Drama"
Heaven Scent,"On the French Riviera, a female cat is frightened by sudden outbursts of barking by every dog around her. So, to scare them away, she paints her back with a white stripe like that of a skunk. But she doesn't receive the peace she'd expected, because Pepé Le Pew, the amorous French skunk, sees her, thinks she's a girl skunk, and pursues her.","Animation, Comedy, Family, Romance"
Çıtkırıldım,Fabricator Cemil Bey and Sabiha Hanim's daughter Filiz is a student at college. Orhan is a literature teacher at same college.,"Comedy, Romance"
A Christmas Kiss,"Wendy Walton is the best designer in Boston... but no one knows it yet. Hoping to kick-start her career, Wendy has left work with the local theatre to take a job as an assistant to Priscilla Hall, the most prestigious designer in the city. Ms. Hall works Wendy around the clock, which is how Wendy finds herself trapped in an elevator late one night with an incredibly handsome stranger. Wendy and the mystery man share an impulsive, romantic, life changing kiss before the doors open and Wendy runs out, leaving him behind. The next day at work, Wendy answers the door to find the handsome gentleman standing in front of her.","TV Movie, Romance, Family, Drama"
Yankee Doodle Rhapsody,"Ferde Grofe and His Radio Orchestra perform Grofe's ""Yankee Doodle Rhapsody"", an arrangement of popular American melodies.",
House on Haunted Hill,An amusement park mogul offers a random group of diverse people $1 million to spend the night in a decrepit former mental institution.,Horror
Petria's Wreath,"This film takes place in a small mining town in Serbia, within a time span covering the prewar, war, and postwar period. A story about tragic life of an illiterate woman from village, about her life with three men she loved. Her life, torn between dreams and reality, is a life of suffering, loneliness, disappointment, hope and love.",Drama
Angel of Fire,"Set in the 16th century in the Grand Inqusition period. Ruprecht stops overnight at an inn, and falls in love with the lovely Renata. She however, has fallen under the spell of Count Henryk, whom she believes to be an ""angel of fire"". The girl eventually brings him before the Inquisition.",Drama
The Road,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones and, when the snow falls, it is gray. Their destination is the warmer south, although they don't know what, if anything, awaits them there.","Adventure, Drama"
The Final Straw,"In 2018, Marillion reflects on the making of their fourth and final album with their original singer Fish.","Documentary, Music"
The Amityville Asylum,"Lisa Templeton begins a new job as a cleaner at High Hopes Hospital, a mental institution in Amityville, Long Island. Initially delighted to get the job, Lisa soon realises that all is not as it seems. Intimidated by staff and the psychotic ramblings of the patients, she is further unnerved by apparent supernatural occurrences on the night shift. To preserve her sanity Lisa must uncover the mysterious history of the institution and it's inmates. But the truth is far more terrifying than she could ever imagine.",Horror
Almost Golden: The Jessica Savitch Story,The story of one of America's first female reporters.,"Drama, TV Movie"
"MoviePass, MovieCrash","Exploring the company founding and the implosion of the business by outside investors who took over the company, left it bankrupt and under investigation.",Documentary
Penoza: The Final Chapter,"The Black Widow is not dead ... Drug Queen Carmen van Walraven is hiding in Canada and leads an anonymous life there. One evening a colleague is harassed and Carmen helps her. In self-defense, she kills the perpetrator, is arrested and extradited to the Netherlands. While her children are in shock that their mother is still alive, there are also some people who still have to settle something with Carmen. Everyone is again dragged into an emotional rollercoaster. Carmen will now have deal with her past to save her family.","Action, Crime, Thriller, Drama"
Guided Mouse-Ille,"2565 AD. Tom and Jerry are once again manipulating robot versions of themselves in space. Tom experiments with invisibility, a giant electromagnet, and explosives, with results from bad to disastrous.","Animation, Comedy, Science Fiction"
National Lampoon's Vacation,"Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned.","Comedy, Adventure"
The Making of 'A Charlie Brown Christmas',"Now, years later, fans can get a behind-the-scenes look at the making of this Christmas favorite. Hosted by comedienne Whoopi Goldberg, this program includes interviews with some of the actors who brought the Peanuts gang to life, and archive footage of the creator himself, Charles Schulz.","Documentary, TV Movie"
Fransson the Terrible,A young baker moves to the small town of Västerby and becomes successful with a new type of whole wheat bread.,Comedy
The Class of ‘92,"A detailing of the rise to prominence and global sporting superstardom of six supremely talented young Manchester United football players (David Beckham, Nicky Butt, Ryan Giggs, Paul Scholes, Phil and Gary Neville). The film covers the period 1992-1999, culminating in Manchester United's European Cup triumph.",Documentary
Haunted,"Professor David Ash exposes false spiritulists and mediums. He is invited to Edbrook to resolve the fears and torments within its secretive family. Soon after arriving Ash begins to doubt his own senses, and watching the strange behaviour of its residents does not make his task any easier. In time, he finds there's more to Edbrook than even he can debunk.","Mystery, Horror, Fantasy, Romance"
La voie est libre,"This comedy is about a Métro worker, Jules, who penned seventeen unanswered letters to France's Minister of Transportation protesting being fired. When he learns that the Minister is to appear in person at the Lyons station to dedicate a new rail line, Jules is there hoping to speak with him in person; he carries a concealed gun and when he is unable to speak to the Minister, the normally mild Jules snaps and takes an entire train car hostage",Comedy
An Almost Perfect Country,"Pietramezzana, a remote village in the Lucan Dolomites, is likely to disappear. Its inhabitants, led by the volcanic Dominic do not give up and, believing that the opening of a factory may be the solution to all their troubles, they want to make sure that the project is successful ...",Comedy
Murder City Angels,"A story of redemption in the Murder City. Nick wants out of the mean streets and robberies, he is ready to become a family man...but first he must clear his name of a bank heist he did not commit. Produced by NBA star Rip Hamilton.","Crime, Drama"
Relato policíaco,A police inspector instructs his men on how to behave by explaining the development of two criminal cases.,Action
The Night That Changed Rock,"Forty years later, rock legends Pete Townshend and Roger Daltrey sat down for first-of-a-kind, exclusive interviews with WCPO Anchor Tanya O’Rourke. Their candid revelations about the horrific night of Dec. 3, 1979 in Cincinnati form the basis for O'Rourke's historical documentary, ""The Who: The Night That Changed Rock.""","Music, Documentary"
Arab Camera,Focusing on key Arab films produced in the last 20 years. Férid Boughedir traces the development of the film-makers' concern to produce more socially aware cinema. Themes include the issue of Palestinian homeland rights and the nature of Arab identity. The film-makers also share a desire to develop a strong poetic tradition.,Documentary
Las de Méndez,,Drama
Leena,Unemployed girl shoplifts in department store. Son of a wealthy family notice the shoplifting but won't turn her in. After awhile they are seen together and press thinks they are engaged.,Comedy
Puccini: La Bohème,"Puccini's masterpiece La Bohème is by far the most represented opera in the world. At the famous Puccini Festival in Torre del Lago (2014), where Puccini composed his main operas, La Bohème is directed by one of Italy’s greatest film directors: Ettore Scola, the creator of a high number of award-winning seminal films. As he explains in the programme notes, as soon as he was approached to stage La Bohème he had to fight hard to resist the temptation to give life to his “revolutionary” ideas; in the end, he decided for a traditional looking, rich, grandiose and detailed Bohème. Together with the exceptional cast of Daniela Dessì, Fabio Armiliato, Alessandro Luongo, Marco Spotti and Alida Berti, this production makes for an incomparable great performance.","Music, Drama, Romance"
